customerID,gender,senior_citizen,married,dependents,tenure_months,phone_service,internet_service,security_service,technical_support,streaming_tv,contract_type,payment_method,monthly_payment,total_paid,churn
9492-TOKRI,female,0,no,no,18,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),90.0,1527.35,yes
1475-VWVDO,male,0,no,no,7,yes,fiber optic,no,no,no,month-to-month,electronic check,74.9,490.55,no
9221-OTIVJ,female,1,no,no,14,yes,fiber optic,no,no,yes,month-to-month,electronic check,104.85,1531.4,yes
1357-MVDOZ,male,0,yes,yes,11,yes,dsl,no,no,yes,month-to-month,bank transfer (automatic),59.65,683.25,no
7602-MVRMB,female,0,yes,yes,72,yes,fiber optic,yes,yes,yes,two year,bank transfer (automatic),110.45,8058.85,no
3325-FUYCG,male,0,yes,yes,28,yes,fiber optic,yes,no,yes,one year,electronic check,106.1,2847.4,yes
5908-QMGOE,male,1,no,no,15,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),74.2,1133.9,yes
1197-BVMVG,female,1,no,no,4,yes,fiber optic,no,no,no,month-to-month,electronic check,74.45,294.45,no
5406-KGRMX,female,0,no,no,71,yes,no,no internet service,no internet service,no internet service,two year,electronic check,24.55,1719.15,no
8481-YYXWG,female,0,no,no,5,yes,fiber optic,no,yes,no,month-to-month,electronic check,89.35,461.7,yes
5968-HYJRZ,male,0,yes,yes,47,yes,no,no internet service,no internet service,no internet service,two year,mailed check,24.55,1160.45,no
5198-EFNBM,male,1,yes,no,57,yes,fiber optic,no,no,yes,one year,electronic check,90.65,5199.8,no
7516-GMHUV,male,1,yes,no,50,yes,fiber optic,yes,no,yes,two year,credit card (automatic),105.05,5163.3,no
7140-ADSMJ,male,0,no,no,8,yes,no,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),20.45,162.3,no
2230-XTUWL,female,0,yes,yes,48,yes,no,no internet service,no internet service,no internet service,two year,mailed check,19.55,883.35,no
7706-YLMQA,female,0,no,no,70,yes,no,no internet service,no internet service,no internet service,one year,bank transfer (automatic),19.7,1341.5,no
2585-KTFRE,male,0,no,yes,1,yes,dsl,yes,yes,no,month-to-month,bank transfer (automatic),70.45,70.45,no
7994-UYIVZ,male,0,yes,no,8,yes,fiber optic,no,no,no,month-to-month,bank transfer (automatic),85.65,659.45,no
2609-IAICY,female,0,no,no,1,yes,fiber optic,no,no,no,month-to-month,electronic check,77.15,77.15,yes
1740-CSDJP,male,0,no,no,1,no,dsl,no,no,no,month-to-month,bank transfer (automatic),35.25,35.25,yes
7717-BICXI,male,0,yes,yes,60,yes,no,no internet service,no internet service,no internet service,two year,mailed check,20.55,1205.05,no
6559-RAKOZ,male,0,yes,yes,49,yes,fiber optic,no,yes,yes,one year,electronic check,97.95,4917.9,no
2636-OHFMN,male,0,yes,no,4,no,dsl,no,no,yes,month-to-month,electronic check,48.55,201.0,yes
4716-MRVEN,female,0,no,no,29,yes,no,no internet service,no internet service,no internet service,one year,mailed check,20.0,599.3,no
2143-LJULT,female,0,yes,no,67,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),25.25,1733.15,no
1323-OOEPC,female,0,yes,no,53,yes,fiber optic,no,no,yes,month-to-month,credit card (automatic),98.4,5149.5,yes
3200-MNQTF,male,0,yes,no,67,yes,dsl,yes,yes,no,two year,credit card (automatic),70.9,4677.1,no
6164-HXUGH,female,0,yes,yes,6,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.85,119.3,no
5630-IXDXV,female,0,no,no,47,yes,fiber optic,no,no,yes,month-to-month,electronic check,106.35,4849.1,no
0320-DWVTU,female,0,no,no,53,yes,fiber optic,yes,yes,no,two year,mailed check,99.5,5424.25,no
9135-MGVPY,male,0,yes,no,69,yes,dsl,yes,yes,yes,two year,mailed check,84.7,5878.9,no
1212-GLHMD,male,0,no,no,3,yes,fiber optic,yes,no,no,month-to-month,mailed check,86.05,244.85,no
7878-JGDKK,male,0,no,no,4,yes,dsl,no,no,no,month-to-month,mailed check,44.55,220.75,no
1088-AUUZZ,male,0,yes,yes,56,yes,dsl,yes,yes,no,two year,credit card (automatic),75.85,4261.2,no
0397-GZBBC,male,1,yes,no,59,yes,fiber optic,no,no,yes,month-to-month,bank transfer (automatic),93.85,5574.75,yes
6614-YWYSC,male,1,yes,no,61,yes,no,no internet service,no internet service,no internet service,two year,bank transfer (automatic),25.0,1501.75,no
9588-OZDMQ,female,0,yes,no,2,yes,dsl,no,no,no,month-to-month,electronic check,45.0,89.75,no
7641-EUYET,male,1,yes,yes,46,yes,fiber optic,yes,no,yes,month-to-month,electronic check,100.7,4541.2,yes
6476-EPYZR,male,0,yes,yes,12,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,20.5,255.5,no
9921-ZVRHG,female,0,no,no,14,yes,fiber optic,no,no,no,month-to-month,electronic check,80.45,1072.0,yes
1174-FGIFN,female,0,yes,yes,28,yes,fiber optic,no,yes,no,one year,electronic check,90.45,2509.25,no
6620-HVDUJ,male,0,no,no,24,yes,dsl,yes,yes,no,month-to-month,bank transfer (automatic),60.45,1440.75,no
4701-MLJPN,male,0,no,no,31,yes,dsl,no,yes,no,month-to-month,electronic check,55.25,1715.65,yes
1032-MAELW,female,0,yes,yes,68,yes,dsl,yes,yes,no,one year,electronic check,78.45,5333.35,no
7641-TQFHN,male,0,no,yes,39,yes,fiber optic,no,yes,yes,two year,mailed check,100.55,3895.35,no
1552-TKMXS,female,0,yes,no,42,yes,no,no internet service,no internet service,no internet service,month-to-month,credit card (automatic),20.35,869.9,no
9206-GVPEQ,male,0,yes,no,13,no,dsl,yes,yes,yes,month-to-month,electronic check,54.45,706.85,yes
8622-ZLFKO,female,0,yes,no,6,yes,fiber optic,no,no,no,month-to-month,electronic check,90.75,512.25,no
1596-BBVTG,male,0,no,no,35,yes,fiber optic,no,no,no,month-to-month,credit card (automatic),75.35,2636.05,yes
6188-UXBBR,female,0,yes,no,38,yes,no,no internet service,no internet service,no internet service,one year,credit card (automatic),20.25,814.75,no
2333-KWEWW,male,0,no,no,18,yes,no,no internet service,no internet service,no internet service,two year,credit card (automatic),20.05,388.6,no
5702-SKUOB,female,0,yes,no,4,yes,no,no internet service,no internet service,no internet service,month-to-month,mailed check,19.6,93.45,no
1134-YWTYF,male,0,yes,no,27,yes,dsl,no,yes,no,month-to-month,electronic check,53.8,1389.85,no
6061-GWWAV,male,0,no,yes,41,yes,dsl,yes,no,yes,one year,mailed check,70.2,2894.55,no
